node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
wild_ancestor:Lens_orientalis_wild_progenitor	wild_ancestor	Lens orientalis (wild progenitor)	Lens orientalis	"{""context_crop"": ""Lens culinaris"", ""vavilov_center"": ""vc:near_eastern""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Ladizinsky G. 1979, Euphytica 28:179-187""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Pisum_sativum_subsp._elatius_wild_progenitor	wild_ancestor	Pisum sativum subsp. elatius (wild progenitor)	Pisum sativum subsp. elatius	"{""context_crop"": ""Pisum sativum"", ""vavilov_center"": ""vc:near_eastern""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Smykal P. et al. 2011, Czech J. Genet. Plant Breed. 47:S38-S44""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Hordeum_vulgare_subsp._spontaneum_wild_barley	wild_ancestor	Hordeum vulgare subsp. spontaneum (wild barley)	Hordeum vulgare subsp. spontaneum	"{""context_crop"": ""Hordeum vulgare"", ""vavilov_center"": ""vc:near_eastern""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Pourkheirandish M. et al. 2015, Cell 162:527-539""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Oryza_rufipogon_Chinese_populations	wild_ancestor	Oryza rufipogon (Chinese populations)	Oryza rufipogon	"{""context_crop"": ""Oryza sativa subsp. japonica"", ""vavilov_center"": ""vc:chinese""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Huang X. et al. 2012, Nature 490:497-501 \u2014 A map of rice genome variation reveals the origin of cultivated rice""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Oryza_rufipogon_South_Asian_populations	wild_ancestor	Oryza rufipogon (South Asian populations)	Oryza rufipogon	"{""context_crop"": ""Oryza sativa subsp. indica"", ""vavilov_center"": ""vc:indian""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Huang X. et al. 2012, Nature 490:497-501; Choi J.Y. et al. 2017, Mol. Biol. Evol. 34:969-979""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:introgression_from_Oryza_nivara	wild_ancestor	introgression from Oryza nivara	introgression from Oryza nivara	"{""context_crop"": ""Oryza sativa subsp. indica"", ""vavilov_center"": ""vc:indian""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Huang X. et al. 2012, Nature 490:497-501; Choi J.Y. et al. 2017, Mol. Biol. Evol. 34:969-979""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Zea_mays_subsp._parviglumis_Balsas_teosinte	wild_ancestor	Zea mays subsp. parviglumis (Balsas teosinte)	Zea mays subsp. parviglumis	"{""context_crop"": ""Zea mays subsp. mays"", ""vavilov_center"": ""vc:south_mexican""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Matsuoka Y. et al. 2002, PNAS 99:6080-6084""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Sorghum_bicolor_subsp._verticilliflorum_wild_progenitor	wild_ancestor	Sorghum bicolor subsp. verticilliflorum (wild progenitor)	Sorghum bicolor subsp. verticilliflorum	"{""context_crop"": ""Sorghum bicolor"", ""vavilov_center"": ""vc:abyssinian""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Wendorf F. et al. 1992; Mace E.S. et al. 2013, Nat. Commun. 4:2320""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Pennisetum_violaceum___Pennisetum_mollissimum_wild_progenitors	wild_ancestor	Pennisetum violaceum / Pennisetum mollissimum (wild progenitors)	Pennisetum violaceum / Pennisetum mollissimum	"{""context_crop"": ""Pennisetum glaucum (Cenchrus americanus)"", ""vavilov_center"": ""vc:west_african""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Burgarella C. et al. 2018, Curr. Biol. 28:2511-2517 \u2014 A western Sahara centre of domestication inferred from pearl millet genomes""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Eleusine_indica_+_Eleusine_africana_allotetraploid_progenitor_pair	wild_ancestor	Eleusine indica + Eleusine africana (allotetraploid progenitor pair)	Eleusine indica + Eleusine africana	"{""context_crop"": ""Eleusine coracana"", ""vavilov_center"": ""vc:abyssinian""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Hilu K.W. & de Wet J.M.J. 1976, Econ. Bot. 30:199-208""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Digitaria_longiflora_probable_wild_progenitor	wild_ancestor	Digitaria longiflora (probable wild progenitor)	Digitaria longiflora	"{""context_crop"": ""Digitaria exilis (fonio)"", ""vavilov_center"": ""vc:west_african""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Adoukonou-Sagbadja H. et al. 2007, Genet. Resour. Crop Evol. 54:1395-1407""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""B""}"
wild_ancestor:Eragrostis_pilosa_probable_wild_progenitor	wild_ancestor	Eragrostis pilosa (probable wild progenitor)	Eragrostis pilosa	"{""context_crop"": ""Eragrostis tef"", ""vavilov_center"": ""vc:abyssinian""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Ingram A.L. & Doyle J.J. 2003, Am. J. Bot. 90:116-122""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""B""}"
wild_ancestor:Vigna_subterranea_var._spontanea_wild_progenitor	wild_ancestor	Vigna subterranea var. spontanea (wild progenitor)	Vigna subterranea var. spontanea	"{""context_crop"": ""Vigna subterranea (bambara groundnut)"", ""vavilov_center"": ""vc:west_african""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Pasquet R.S. et al. 1999, Theor. Appl. Genet. 99:1104-1111""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""B""}"
wild_ancestor:Vitis_vinifera_subsp._sylvestris_wild_progenitor	wild_ancestor	Vitis vinifera subsp. sylvestris (wild progenitor)	Vitis vinifera subsp. sylvestris	"{""context_crop"": ""Vitis vinifera subsp. vinifera"", ""vavilov_center"": ""vc:mediterranean""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Myles S. et al. 2011, PNAS 108:3530-3535 \u2014 Genetic structure and domestication history of the grape""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Olea_europaea_subsp._europaea_var._sylvestris_wild_olive	wild_ancestor	Olea europaea subsp. europaea var. sylvestris (wild olive)	Olea europaea subsp. europaea var. sylvestris	"{""context_crop"": ""Olea europaea subsp. europaea var. europaea"", ""vavilov_center"": ""vc:mediterranean""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Diez C.M. et al. 2015, New Phytol. 206:436-447""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
wild_ancestor:Citrus_maxima_pummelo	wild_ancestor	Citrus maxima (pummelo)	Citrus maxima	"{""context_crop"": ""Citrus x sinensis (sweet orange)"", ""vavilov_center"": ""vc:indo_malay""}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Wu G.A. et al. 2018, Nature 554:311-316 \u2014 Genomics of the origin and evolution of Citrus""}"	supports 'this taxon is the cited wild progenitor of crop X'; does not support new taxonomy	"{""confidence_tier"": ""A""}"
